TimeStamp,DeviceName,CarbonMonoxide,Humidity,LPG,Smoke,Temperature
2025-09-01 00:04:17,00:0f:00:70:91:0a,0.002938116,75.80000305,0.005241482,0.013627521,19.70000076
2025-09-01 00:04:35,1c:bf:ce:15:ec:4d,0.004391004,77.90000153,0.007009459,0.018588908,27.0
2025-09-01 00:04:43,b8:27:eb:bf:9d:51,0.00495173,50.8,0.007646122,0.020397876,22.6
2025-09-01 00:04:49,00:0f:00:70:91:0a,0.002840089,76.0,0.005114383,0.013274837,19.70000076
2025-09-01 00:04:57,b8:27:eb:bf:9d:51,0.004961647,50.9,0.007657197,0.020429436,22.6
2025-09-01 00:05:03,00:0f:00:70:91:0a,0.002840089,76.0,0.005114383,0.013274837,19.79999924
2025-09-01 00:05:06,1c:bf:ce:15:ec:4d,0.004381061,77.90000153,0.006997973,0.018556372,27.0
2025-09-01 00:05:09,b8:27:eb:bf:9d:51,0.004926209,50.9,0.007617594,0.020316591,22.6
2025-09-01 00:05:21,1c:bf:ce:15:ec:4d,0.004343508,78.30000305,0.006954528,0.018433343,27.0
2025-09-01 00:05:27,b8:27:eb:bf:9d:51,0.00494175,50.9,0.007634971,0.0203661,22.6
2025-09-01 00:05:41,00:0f:00:70:91:0a,0.002905015,75.90000153,0.005198697,0.013508733,19.70000076
2025-09-01 00:05:50,b8:27:eb:bf:9d:51,0.004960209,50.9,0.00765559,0.020424858,22.6
2025-09-01 00:06:01,1c:bf:ce:15:ec:4d,0.004391004,78.59999847,0.007009459,0.018588908,27.0
2025-09-01 00:06:02,00:0f:00:70:91:0a,0.002840089,76.0,0.005114383,0.013274837,19.79999924
2025-09-01 00:06:06,b8:27:eb:bf:9d:51,0.004913616,50.9,0.007603501,0.020276446,22.6
2025-09-01 00:06:09,b8:27:eb:bf:9d:51,0.00497454,50.9,0.007671585,0.020470444,22.7
2025-09-01 00:06:37,1c:bf:ce:15:ec:4d,0.004391004,78.30000305,0.007009459,0.018588908,27.0
2025-09-01 00:06:44,00:0f:00:70:91:0a,0.002872341,76.0,0.005156333,0.013391177,19.79999924
2025-09-01 00:07:02,b8:27:eb:bf:9d:51,0.004970285,50.9,0.007666837,0.020456911,22.7
2025-09-01 00:07:43,1c:bf:ce:15:ec:4d,0.004391004,78.19999695,0.007009459,0.018588908,27.0
2025-09-01 00:07:52,b8:27:eb:bf:9d:51,0.004975983,50.9,0.007673195,0.020475034,22.6
2025-09-01 00:08:17,00:0f:00:70:91:0a,0.002905015,75.90000153,0.005198697,0.013508733,19.70000076
2025-09-01 00:08:42,1c:bf:ce:15:ec:4d,0.004351369,78.19999695,0.006963631,0.018459116,27.0
2025-09-01 00:08:55,b8:27:eb:bf:9d:51,0.004941779,50.9,0.007635003,0.020366191,22.6
2025-09-01 00:09:11,b8:27:eb:bf:9d:51,0.004970256,50.9,0.007666805,0.02045682,22.6
2025-09-01 00:09:18,1c:bf:ce:15:ec:4d,0.004391004,78.40000153,0.007009459,0.018588908,27.0
2025-09-01 00:09:25,00:0f:00:70:91:0a,0.002872341,76.0,0.005156333,0.013391177,19.79999924
2025-09-01 00:09:29,b8:27:eb:bf:9d:51,0.004965923,50.9,0.007661969,0.020443038,22.6
2025-09-01 00:09:37,1c:bf:ce:15:ec:4d,0.004427186,78.69999695,0.007051194,0.018707159,27.0
2025-09-01 00:09:42,b8:27:eb:bf:9d:51,0.004954612,50.9,0.007649341,0.020407048,22.6
2025-09-01 00:09:59,00:0f:00:70:91:0a,0.002840089,75.90000153,0.005114383,0.013274837,19.70000076
2025-09-01 00:10:09,b8:27:eb:bf:9d:51,0.004988919,50.9,0.00768762,0.020516151,22.6
2025-09-01 00:10:36,1c:bf:ce:15:ec:4d,0.004357292,78.59999847,0.006970487,0.01847853,27.0
2025-09-01 00:10:45,00:0f:00:70:91:0a,0.002840089,76.19999695,0.005114383,0.013274837,19.79999924
2025-09-01 00:10:48,b8:27:eb:bf:9d:51,0.004967393,50.9,0.007663609,0.020447713,22.6
2025-09-01 00:10:49,1c:bf:ce:15:ec:4d,0.004383044,78.5,0.007000264,0.018562862,27.0
2025-09-01 00:10:52,b8:27:eb:bf:9d:51,0.004946006,50.9,0.007639727,0.020379652,22.6
2025-09-01 00:10:56,00:0f:00:70:91:0a,0.002905015,76.09999847,0.005198697,0.013508733,19.79999924
2025-09-01 00:10:59,b8:27:eb:bf:9d:51,0.004960424,50.9,0.007655831,0.020425543,22.6
2025-09-01 00:11:13,1c:bf:ce:15:ec:4d,0.004391004,78.40000153,0.007009459,0.018588908,27.0
2025-09-01 00:11:33,b8:27:eb:bf:9d:51,0.004946035,50.9,0.007639759,0.020379744,22.6
2025-09-01 00:11:51,1c:bf:ce:15:ec:4d,0.004395042,78.40000153,0.007014121,0.018602115,27.0
2025-09-01 00:11:52,00:0f:00:70:91:0a,0.002840089,76.0,0.005114383,0.013274837,19.79999924
2025-09-01 00:12:26,b8:27:eb:bf:9d:51,0.004986056,51.0,0.007684428,0.020507053,22.7
2025-09-01 00:12:31,b8:27:eb:bf:9d:51,0.004984649,51.0,0.00768286,0.020502582,22.7
2025-09-01 00:12:55,00:0f:00:70:91:0a,0.002880499,76.0,0.005166923,0.013420558,19.70000076
2025-09-01 00:12:57,1c:bf:ce:15:ec:4d,0.004391004,79.09999847,0.007009459,0.018588908,27.0
2025-09-01 00:13:29,b8:27:eb:bf:9d:51,0.004941779,51.0,0.007635003,0.020366191,22.7
2025-09-01 00:13:41,1c:bf:ce:15:ec:4d,0.004391004,78.19999695,0.007009459,0.018588908,27.0
2025-09-01 00:13:47,00:0f:00:70:91:0a,0.002905015,76.0,0.005198697,0.013508733,19.79999924
2025-09-01 00:13:49,b8:27:eb:bf:9d:51,0.00493755,50.9,0.007630276,0.020352724,22.7
2025-09-01 00:13:50,00:0f:00:70:91:0a,0.002840089,76.19999695,0.005114383,0.013274837,19.79999924
2025-09-01 00:13:54,b8:27:eb:bf:9d:51,0.004970256,50.9,0.007666805,0.02045682,22.6
2025-09-01 00:14:01,1c:bf:ce:15:ec:4d,0.004349402,78.30000305,0.006961354,0.018452669,27.0
2025-09-01 00:14:02,b8:27:eb:bf:9d:51,0.00494175,50.9,0.007634971,0.0203661,22.6
2025-09-01 00:14:09,1c:bf:ce:15:ec:4d,0.004359263,78.19999695,0.006972767,0.018484988,27.0
2025-09-01 00:14:17,00:0f:00:70:91:0a,0.002905015,76.0,0.005198697,0.013508733,19.70000076
2025-09-01 00:14:18,b8:27:eb:bf:9d:51,0.004926209,50.8,0.007617594,0.020316591,22.6
2025-09-01 00:14:19,1c:bf:ce:15:ec:4d,0.004451498,78.19999695,0.007079184,0.018786491,27.0
2025-09-01 00:14:32,00:0f:00:70:91:0a,0.002840089,76.19999695,0.005114383,0.013274837,19.79999924
2025-09-01 00:14:42,b8:27:eb:bf:9d:51,0.004964565,50.8,0.007660453,0.020438717,22.6
2025-09-01 00:14:54,b8:27:eb:bf:9d:51,0.004963087,50.8,0.007658803,0.020434015,22.6
2025-09-01 00:15:01,00:0f:00:70:91:0a,0.002872341,76.0,0.005156333,0.013391177,19.70000076
2025-09-01 00:15:04,1c:bf:ce:15:ec:4d,0.004451498,78.19999695,0.007079184,0.018786491,27.0
2025-09-01 00:15:05,b8:27:eb:bf:9d:51,0.004960361,50.9,0.00765576,0.020425342,22.6
2025-09-01 00:15:17,b8:27:eb:bf:9d:51,0.004966005,50.9,0.007662061,0.020443298,22.6
2025-09-01 00:15:31,00:0f:00:70:91:0a,0.002872341,76.09999847,0.005156333,0.013391177,19.79999924
2025-09-01 00:15:33,1c:bf:ce:15:ec:4d,0.004467861,78.19999695,0.007097999,0.01883983,27.0
2025-09-01 00:15:43,b8:27:eb:bf:9d:51,0.004976012,50.9,0.007673227,0.020475126,22.6
2025-09-01 00:16:28,00:0f:00:70:91:0a,0.002872341,76.0,0.005156333,0.013391177,19.79999924
2025-09-01 00:16:33,b8:27:eb:bf:9d:51,0.004999033,51.0,0.007698891,0.020548282,22.7
2025-09-01 00:16:41,1c:bf:ce:15:ec:4d,0.004439323,78.19999695,0.007065172,0.018746775,27.0
2025-09-01 00:17:19,00:0f:00:70:91:0a,0.002792826,76.0,0.005052672,0.013103809,19.79999924
2025-09-01 00:17:23,b8:27:eb:bf:9d:51,0.004927688,51.0,0.007619248,0.020321305,22.7
2025-09-01 00:17:23,00:0f:00:70:91:0a,0.002872341,76.0,0.005156333,0.013391177,19.70000076
2025-09-01 00:17:34,b8:27:eb:bf:9d:51,0.004965923,51.0,0.007661969,0.020443038,22.7
2025-09-01 00:17:42,1c:bf:ce:15:ec:4d,0.004459671,78.0,0.007088583,0.018813138,27.0
2025-09-01 00:17:44,b8:27:eb:bf:9d:51,0.004951806,51.0,0.007646207,0.020398118,22.6
2025-09-01 00:17:55,00:0f:00:70:91:0a,0.002840089,76.09999847,0.005114383,0.013274837,19.79999924
2025-09-01 00:18:05,1c:bf:ce:15:ec:4d,0.004427186,78.0,0.007051194,0.018707159,27.0
2025-09-01 00:18:35,b8:27:eb:bf:9d:51,0.004951673,51.0,0.007646058,0.020397693,22.6
2025-09-01 00:18:55,00:0f:00:70:91:0a,0.002840089,76.09999847,0.005114383,0.013274837,19.70000076
2025-09-01 00:18:59,b8:27:eb:bf:9d:51,0.00494175,51.0,0.007634971,0.0203661,22.7
2025-09-01 00:18:59,b8:27:eb:bf:9d:51,0.004946035,51.0,0.007639759,0.020379744,22.6
2025-09-01 00:19:01,1c:bf:ce:15:ec:4d,0.004391004,78.0,0.007009459,0.018588908,27.0
2025-09-01 00:19:43,00:0f:00:70:91:0a,0.002840089,76.09999847,0.005114383,0.013274837,19.70000076
2025-09-01 00:19:46,b8:27:eb:bf:9d:51,0.004980273,51.0,0.00767798,0.020488672,22.7
2025-09-01 00:19:57,00:0f:00:70:91:0a,0.002840089,76.09999847,0.005114383,0.013274837,19.70000076
2025-09-01 00:20:46,1c:bf:ce:15:ec:4d,0.004439323,78.0,0.007065172,0.018746775,27.0
2025-09-01 00:21:16,b8:27:eb:bf:9d:51,0.004987461,51.0,0.007685995,0.02051152,22.7
2025-09-01 00:21:36,00:0f:00:70:91:0a,0.002840089,76.09999847,0.005114383,0.013274837,19.79999924
2025-09-01 00:21:48,1c:bf:ce:15:ec:4d,0.004359263,77.90000153,0.006972767,0.018484988,27.0
2025-09-01 00:21:55,b8:27:eb:bf:9d:51,0.004991805,51.0,0.007690836,0.02052532,22.6
2025-09-01 00:21:57,00:0f:00:70:91:0a,0.002840089,76.09999847,0.005114383,0.013274837,19.70000076
2025-09-01 00:22:26,b8:27:eb:bf:9d:51,0.004943183,51.0,0.007636572,0.020370662,22.6
2025-09-01 00:22:28,1c:bf:ce:15:ec:4d,0.004391004,77.90000153,0.007009459,0.018588908,27.0
2025-09-01 00:22:32,b8:27:eb:bf:9d:51,0.004961647,51.0,0.007657197,0.020429436,22.7
2025-09-01 00:22:36,00:0f:00:70:91:0a,0.002840089,76.09999847,0.005114383,0.013274837,19.79999924
2025-09-01 00:23:13,b8:27:eb:bf:9d:51,0.004975983,51.0,0.007673195,0.020475034,22.7
2025-09-01 00:23:25,1c:bf:ce:15:ec:4d,0.004391004,78.0,0.007009459,0.018588908,27.0
2025-09-01 00:23:52,b8:27:eb:bf:9d:51,0.004967364,51.0,0.007663577,0.020447621,22.7
2025-09-01 00:23:59,00:0f:00:70:91:0a,0.002792826,76.19999695,0.005052672,0.013103809,19.79999924
2025-09-01 00:25:07,1c:bf:ce:15:ec:4d,0.004391004,77.90000153,0.007009459,0.018588908,27.0
2025-09-01 00:25:12,b8:27:eb:bf:9d:51,0.004963087,51.0,0.007658803,0.020434015,22.6
2025-09-01 00:25:19,00:0f:00:70:91:0a,0.002840089,76.19999695,0.005114383,0.013274837,19.70000076
2025-09-01 00:25:21,b8:27:eb:bf:9d:51,0.004990409,51.0,0.007689281,0.020520886,22.6
2025-09-01 00:25:36,00:0f:00:70:91:0a,0.002840089,76.19999695,0.005114383,0.013274837,19.79999924
2025-09-01 00:25:56,b8:27:eb:bf:9d:51,0.004965923,51.0,0.007661969,0.020443038,22.7
2025-09-01 00:26:13,b8:27:eb:bf:9d:51,0.004947492,51.0,0.007641387,0.020384384,22.6
2025-09-01 00:26:39,1c:bf:ce:15:ec:4d,0.004451498,77.90000153,0.007079184,0.018786491,27.0
2025-09-01 00:26:43,00:0f:00:70:91:0a,0.002840089,76.90000153,0.005114383,0.013274837,19.79999924
2025-09-01 00:26:50,b8:27:eb:bf:9d:51,0.004997519,50.9,0.007697204,0.020543474,22.6
2025-09-01 00:26:57,00:0f:00:70:91:0a,0.002840089,76.19999695,0.005114383,0.013274837,19.79999924
2025-09-01 00:26:58,b8:27:eb:bf:9d:51,0.005000431,50.9,0.007700449,0.020552724,22.6
2025-09-01 00:27:03,00:0f:00:70:91:0a,0.002840089,76.19999695,0.005114383,0.013274837,19.70000076
2025-09-01 00:27:11,b8:27:eb:bf:9d:51,0.004991805,51.0,0.007690836,0.02052532,22.7
2025-09-01 00:27:26,1c:bf:ce:15:ec:4d,0.004349402,77.80000305,0.006961354,0.018452669,27.0
2025-09-01 00:28:16,b8:27:eb:bf:9d:51,0.004943235,51.0,0.00763663,0.020370828,22.7
2025-09-01 00:28:37,00:0f:00:70:91:0a,0.002840089,76.19999695,0.005114383,0.013274837,19.70000076
2025-09-01 00:28:43,b8:27:eb:bf:9d:51,0.004993254,51.0,0.007692451,0.020529925,22.7
2025-09-01 00:28:45,1c:bf:ce:15:ec:4d,0.004451498,77.80000305,0.007079184,0.018786491,27.0
2025-09-01 00:29:05,b8:27:eb:bf:9d:51,0.004990367,51.0,0.007689234,0.020520753,22.7
2025-09-01 00:29:14,b8:27:eb:bf:9d:51,0.005000431,51.0,0.007700449,0.020552724,22.7
2025-09-01 00:29:39,00:0f:00:70:91:0a,0.002872341,76.40000153,0.005156333,0.013391177,19.70000076
2025-09-01 00:30:09,1c:bf:ce:15:ec:4d,0.004333721,77.80000305,0.006943189,0.018401241,27.0
2025-09-01 00:30:28,b8:27:eb:bf:9d:51,0.004997519,51.0,0.007697204,0.020543474,22.7
2025-09-01 00:31:01,00:0f:00:70:91:0a,0.002840089,76.30000305,0.005114383,0.013274837,19.70000076
2025-09-01 00:31:02,1c:bf:ce:15:ec:4d,0.004415088,77.80000305,0.007037249,0.018667642,27.0
2025-09-01 00:31:50,b8:27:eb:bf:9d:51,0.005006241,51.0,0.007706919,0.020571173,22.7
2025-09-01 00:31:56,b8:27:eb:bf:9d:51,0.005014938,51.0,0.007716603,0.020598783,22.7
2025-09-01 00:32:07,1c:bf:ce:15:ec:4d,0.004306515,78.90000153,0.00691163,0.018311911,27.0
2025-09-01 00:32:14,b8:27:eb:bf:9d:51,0.005026604,51.0,0.007729584,0.0206358,22.7
2025-09-01 00:32:21,00:0f:00:70:91:0a,0.002905015,76.09999847,0.005198697,0.013508733,19.70000076
2025-09-01 00:32:25,b8:27:eb:bf:9d:51,0.004991763,51.0,0.00769079,0.020525187,22.7
2025-09-01 00:32:26,1c:bf:ce:15:ec:4d,0.004451498,77.90000153,0.007079184,0.018786491,27.0
2025-09-01 00:32:31,00:0f:00:70:91:0a,0.002840089,76.09999847,0.005114383,0.013274837,19.79999924
2025-09-01 00:33:13,b8:27:eb:bf:9d:51,0.004990367,51.0,0.007689234,0.020520753,22.7
2025-09-01 00:33:31,1c:bf:ce:15:ec:4d,0.004415088,77.90000153,0.007037249,0.018667642,27.0
2025-09-01 00:33:37,00:0f:00:70:91:0a,0.002840089,76.09999847,0.005114383,0.013274837,19.70000076
2025-09-01 00:33:51,b8:27:eb:bf:9d:51,0.004981719,51.0,0.007679592,0.020493267,22.7
2025-09-01 00:33:52,b8:27:eb:bf:9d:51,0.005039661,51.0,0.007744104,0.020677211,22.6
2025-09-01 00:33:56,00:0f:00:70:91:0a,0.002792826,76.09999847,0.005052672,0.013103809,19.70000076
2025-09-01 00:34:26,1c:bf:ce:15:ec:4d,0.004517441,77.90000153,0.007154892,0.01900118,27.0
2025-09-01 00:34:36,b8:27:eb:bf:9d:51,0.004967364,51.0,0.007663577,0.020447621,22.6
2025-09-01 00:34:40,00:0f:00:70:91:0a,0.002840089,76.09999847,0.005114383,0.013274837,19.70000076
2025-09-01 00:34:45,1c:bf:ce:15:ec:4d,0.004451498,78.0,0.007079184,0.018786491,27.0
2025-09-01 00:34:48,b8:27:eb:bf:9d:51,0.004980273,51.0,0.00767798,0.020488672,22.6
2025-09-01 00:34:51,b8:27:eb:bf:9d:51,0.004965923,51.0,0.007661969,0.020443038,22.6
2025-09-01 00:35:33,b8:27:eb:bf:9d:51,0.005000431,51.0,0.007700449,0.020552724,22.7
2025-09-01 00:35:41,00:0f:00:70:91:0a,0.002840089,76.0,0.005114383,0.013274837,19.79999924
2025-09-01 00:36:38,b8:27:eb:bf:9d:51,0.004999062,51.0,0.007698923,0.020548375,22.7
2025-09-01 00:36:41,1c:bf:ce:15:ec:4d,0.004391004,78.0,0.007009459,0.018588908,27.0
2025-09-01 00:36:43,00:0f:00:70:91:0a,0.002840089,76.19999695,0.005114383,0.013274837,19.79999924
2025-09-01 00:36:46,b8:27:eb:bf:9d:51,0.004971645,51.0,0.007668355,0.020461238,22.7
2025-09-01 00:36:47,1c:bf:ce:15:ec:4d,0.004341545,78.0,0.006952255,0.018426906,27.0
2025-09-01 00:37:01,b8:27:eb:bf:9d:51,0.004958991,51.0,0.007654231,0.020420984,22.7
2025-09-01 00:37:06,00:0f:00:70:91:0a,0.002840089,76.0,0.005114383,0.013274837,19.70000076
2025-09-01 00:37:31,b8:27:eb:bf:9d:51,0.005006199,51.0,0.007706873,0.02057104,22.7
2025-09-01 00:38:16,1c:bf:ce:15:ec:4d,0.004459671,78.19999695,0.007088583,0.018813138,27.0
2025-09-01 00:38:19,00:0f:00:70:91:0a,0.002880499,76.0,0.005166923,0.013420558,19.70000076
2025-09-01 00:38:20,b8:27:eb:bf:9d:51,0.004981719,51.0,0.007679592,0.020493267,22.7
2025-09-01 00:38:27,1c:bf:ce:15:ec:4d,0.004492535,78.19999695,0.007126334,0.018920179,27.0
2025-09-01 00:39:16,00:0f:00:70:91:0a,0.002840089,76.0,0.005114383,0.013274837,19.70000076
2025-09-01 00:39:19,b8:27:eb:bf:9d:51,0.004986109,51.0,0.007684487,0.020507221,22.7
2025-09-01 00:39:27,1c:bf:ce:15:ec:4d,0.004439323,78.30000305,0.007065172,0.018746775,27.10000038
2025-09-01 00:39:33,b8:27:eb:bf:9d:51,0.004987503,51.0,0.007686042,0.020511652,22.7
2025-09-01 00:39:40,00:0f:00:70:91:0a,0.002840089,76.0,0.005114383,0.013274837,19.79999924
2025-09-01 00:39:44,b8:27:eb:bf:9d:51,0.004970256,51.0,0.007666805,0.02045682,22.7
2025-09-01 00:39:47,1c:bf:ce:15:ec:4d,0.004318122,78.19999695,0.006925101,0.018350039,27.0
2025-09-01 00:40:04,b8:27:eb:bf:9d:51,0.005003324,51.0,0.007703672,0.020561913,22.7
2025-09-01 00:40:13,00:0f:00:70:91:0a,0.002792826,75.80000305,0.005052672,0.013103809,19.79999924
2025-09-01 00:40:17,1c:bf:ce:15:ec:4d,0.004291028,78.09999847,0.006893641,0.018261005,27.0
2025-09-01 00:40:39,b8:27:eb:bf:9d:51,0.004999033,51.0,0.007698891,0.020548282,22.7
2025-09-01 00:40:53,1c:bf:ce:15:ec:4d,0.004341545,78.19999695,0.006952255,0.018426906,27.10000038
2025-09-01 00:41:07,b8:27:eb:bf:9d:51,0.004966005,51.1,0.007662061,0.020443298,22.7
2025-09-01 00:41:46,b8:27:eb:bf:9d:51,0.004965923,51.1,0.007661969,0.020443038,22.7
2025-09-01 00:41:52,00:0f:00:70:91:0a,0.002840089,75.40000153,0.005114383,0.013274837,19.79999924
2025-09-01 00:41:55,1c:bf:ce:15:ec:4d,0.004459671,78.09999847,0.007088583,0.018813138,27.0
2025-09-01 00:42:09,b8:27:eb:bf:9d:51,0.004997519,51.1,0.007697204,0.020543474,22.7
2025-09-01 00:42:19,1c:bf:ce:15:ec:4d,0.004341545,78.09999847,0.006952255,0.018426906,27.0
2025-09-01 00:42:22,b8:27:eb:bf:9d:51,0.004990396,51.0,0.007689266,0.020520845,22.7
2025-09-01 00:42:37,00:0f:00:70:91:0a,0.002840089,75.5,0.005114383,0.013274837,19.79999924
2025-09-01 00:42:40,b8:27:eb:bf:9d:51,0.005006199,51.0,0.007706873,0.02057104,22.7
2025-09-01 00:42:40,00:0f:00:70:91:0a,0.002840089,75.59999847,0.005114383,0.013274837,19.79999924
2025-09-01 00:43:18,b8:27:eb:bf:9d:51,0.004993256,51.1,0.007692454,0.020529932,22.7
2025-09-01 00:43:29,b8:27:eb:bf:9d:51,0.005004798,51.1,0.007705313,0.020566593,22.7
2025-09-01 00:43:39,b8:27:eb:bf:9d:51,0.005013474,51.0,0.007714973,0.020594137,22.6
2025-09-01 00:43:55,00:0f:00:70:91:0a,0.002840089,75.59999847,0.005114383,0.013274837,19.79999924
2025-09-01 00:44:03,1c:bf:ce:15:ec:4d,0.004351369,78.09999847,0.006963631,0.018459116,27.0
2025-09-01 00:44:11,b8:27:eb:bf:9d:51,0.005014896,51.1,0.007716556,0.02059865,22.7
2025-09-01 00:44:30,00:0f:00:70:91:0a,0.002840089,75.59999847,0.005114383,0.013274837,19.79999924
2025-09-01 00:44:31,1c:bf:ce:15:ec:4d,0.004391004,78.0,0.007009459,0.018588908,27.0
2025-09-01 00:44:57,b8:27:eb:bf:9d:51,0.004990367,51.1,0.007689234,0.020520753,22.7
2025-09-01 00:44:58,00:0f:00:70:91:0a,0.002840089,75.59999847,0.005114383,0.013274837,19.79999924
2025-09-01 00:45:28,1c:bf:ce:15:ec:4d,0.004341545,78.0,0.006952255,0.018426906,27.0
2025-09-01 00:45:35,b8:27:eb:bf:9d:51,0.004997519,51.1,0.007697204,0.020543474,22.7
2025-09-01 00:45:38,00:0f:00:70:91:0a,0.002792826,75.80000305,0.005052672,0.013103809,19.79999924
2025-09-01 00:45:46,b8:27:eb:bf:9d:51,0.004981719,51.1,0.007679592,0.020493267,22.6
2025-09-01 00:46:10,00:0f:00:70:91:0a,0.002746464,75.59999847,0.004991855,0.012935399,19.79999924
2025-09-01 00:46:39,b8:27:eb:bf:9d:51,0.005004798,51.1,0.007705313,0.020566593,22.7
2025-09-01 00:46:41,1c:bf:ce:15:ec:4d,0.004341545,78.0,0.006952255,0.018426906,27.0
2025-09-01 00:47:05,b8:27:eb:bf:9d:51,0.004994671,51.1,0.007694031,0.020534428,22.6
2025-09-01 00:47:15,1c:bf:ce:15:ec:4d,0.004302587,78.0,0.00690707,0.018299006,27.0
2025-09-01 00:47:24,b8:27:eb:bf:9d:51,0.005020725,51.1,0.007723043,0.020617148,22.6
2025-09-01 00:47:30,00:0f:00:70:91:0a,0.002840089,75.5,0.005114383,0.013274837,19.79999924
2025-09-01 00:47:30,b8:27:eb:bf:9d:51,0.004965923,51.1,0.007661969,0.020443038,22.6
2025-09-01 00:47:37,00:0f:00:70:91:0a,0.002840089,75.30000305,0.005114383,0.013274837,19.79999924
2025-09-01 00:47:42,1c:bf:ce:15:ec:4d,0.004341545,78.19999695,0.006952255,0.018426906,27.0
2025-09-01 00:47:52,b8:27:eb:bf:9d:51,0.004967498,51.1,0.007663727,0.020448047,22.7
2025-09-01 00:48:11,b8:27:eb:bf:9d:51,0.004981719,51.1,0.007679592,0.020493267,22.6
2025-09-01 00:48:35,00:0f:00:70:91:0a,0.002840089,75.19999695,0.005114383,0.013274837,19.70000076
2025-09-01 00:48:56,1c:bf:ce:15:ec:4d,0.004439323,78.40000153,0.007065172,0.018746775,27.0
2025-09-01 00:49:04,b8:27:eb:bf:9d:51,0.005009117,51.1,0.007710122,0.020580305,22.6
2025-09-01 00:49:14,00:0f:00:70:91:0a,0.002840089,75.30000305,0.005114383,0.013274837,19.79999924
2025-09-01 00:49:19,b8:27:eb:bf:9d:51,0.004997519,51.2,0.007697204,0.020543474,22.7
2025-09-01 00:49:37,1c:bf:ce:15:ec:4d,0.004341545,78.5,0.006952255,0.018426906,27.0
2025-09-01 00:49:41,b8:27:eb:bf:9d:51,0.004986014,51.2,0.007684382,0.02050692,22.7
2025-09-01 00:49:43,b8:27:eb:bf:9d:51,0.00495602,51.1,0.007650913,0.020411529,22.6
2025-09-01 00:50:03,00:0f:00:70:91:0a,0.002840089,75.19999695,0.005114383,0.013274837,19.70000076
2025-09-01 00:50:32,1c:bf:ce:15:ec:4d,0.004371186,78.5,0.006986559,0.018524044,27.0
2025-09-01 00:50:59,b8:27:eb:bf:9d:51,0.004988856,51.1,0.00768755,0.020515952,22.6
2025-09-01 00:51:05,00:0f:00:70:91:0a,0.002840089,75.19999695,0.005114383,0.013274837,19.79999924
2025-09-01 00:51:06,b8:27:eb:bf:9d:51,0.004988856,51.1,0.00768755,0.020515952,22.6
2025-09-01 00:51:10,00:0f:00:70:91:0a,0.002840089,75.30000305,0.005114383,0.013274837,19.79999924
2025-09-01 00:51:16,1c:bf:ce:15:ec:4d,0.004351369,78.5,0.006963631,0.018459116,27.0
2025-09-01 00:51:36,b8:27:eb:bf:9d:51,0.004994671,51.1,0.007694031,0.020534428,22.6
2025-09-01 00:51:39,00:0f:00:70:91:0a,0.002840089,75.19999695,0.005114383,0.013274837,19.70000076
2025-09-01 00:52:33,b8:27:eb:bf:9d:51,0.004991763,51.1,0.00769079,0.020525187,22.6
